"Employbl Company ID","Company Name","Website","Address 1","City","State","Zip","Latitude","Longitude","Company Description","Thumbnail URL"
930,"Egnyte","egnyte.com","1350 W Middlefield Rd","Mountain View","CA",94043,37.409204,-122.083073,"Egnyte is a company that provides software for enterprise file synchronization and sharing. The technology can store files in a company's existing data repository, as well as cloud computing storage",
931,"Elastic","elastic.co","800 W El Camino Real","Mountain View","CA",94040,37.386495,-122.084129,"We're the creators of the Elastic (ELK) Stack -- Elasticsearch, Kibana, Beats, and Logstash.","https://i.imgur.com/yYMGZRc.png"
225,"Electronic Arts","ea.com","209 Redwood Shores Pkwy","Redwood City","CA",94065,37.523280,-122.254142,"We exist to inspire the world through Play. Electronic Arts is a leading publisher of games on Console, PC and Mobile.",
932,"EMC Data Domain","emc.com","2421 Mission College Blvd","Santa Clara","CA",95054,37.390350,-121.970629,"Dell EMC Data Domain is Dell EMC’s data deduplication storage system. Development began with the founding of Data Domain, and has continued since that company’s acquisition by EMC Corporation",
234,"Equinix","equinix.com","1 Lagoon Dr","Redwood City","CA",94065,37.527344,-122.261179,"Equinix is the world's largest IBX data center & colocation provider, offering the fastest application performance, lowest latency routes worldwide",
238,"Evernote","evernote.com","305 Walnut St","Redwood City","CA",94063,37.492090,-122.222378,"Evernote helps you capture and prioritize ideas, projects, and to-do lists, so nothing falls through the cracks.",
243,"Facebook","www.facebook.com","1 Hacker Way","Menlo Park","CA",94025,37.484377,-122.148304,"Create an account or log into Facebook. Connect with friends, family and other people you know. Share photos and videos, send messages and get updates.",
245,"Fanatics","fanatics.com","1 Franklin Pkwy","San Mateo","CA",94403,37.542249,-122.293545,"Fanatics.com is the ultimate sports apparel and Fan Gear Store. Our sports store features Football Jerseys, T-shirts, Hats and more for NFL, MLB, NBA, NHL",
845,"FileMaker","www.filemaker.com","5201 Patrick Henry Dr","Santa Clara","CA",95054,37.406436,-121.983479,"Discover how you can use the FileMaker Platform to create innovative custom apps for your workplace.",
933,"Flipboard","about.flipboard.com","735 Emerson St","Palo Alto","CA",94301,37.442773,-122.159474,"Flipboard is a news aggregator and social network aggregation company based in Palo Alto, California, with offices in New York, Vancouver and Bejiing. Its software, also known as Flipboard, was first released in July 2010",
1079,"Forcepoint","forcepoint.com","983 University Ave # A","Los Gatos","CA",95032,37.249966,-121.967384,"Forcepoint is the human-centric cybersecurity company that understands behavior and adapts security response and enforcement to risk. The Forcepoint Human Point platform delivers Risk-Adaptive Protection to continuously ensure trusted use of critical data and systems.",
266,"Gainsight","gainsight.com","1400 Bridge Pkwy #101","Redwood City","CA",94065,37.535116,-122.258255,"Gainsight's Customer Success Software empowers companies to increase revenue, decrease customer churn, and drive advocacy.",
268,"GarageScript","garagescript.org","490 W San Carlos St","San Jose","CA",95110,37.325786,-121.898008,"We are a nonprofit public benefit organization dedicated to helping and training people who are pursuing a career as a software engineer.",
271,"GenapSys","genapsys.com","200 Cardinal Way","Redwood City","CA",94063,37.504460,-122.219206,"We live at the whim of the molecular world. Untapped molecular information is all around us: in the cells in our body, the food we eat, the land we inhabit",
273,"Genomic Health","genomichealth.com","301 Penobscot Dr","Redwood City","CA",94063,37.498897,-122.218145,"Learn more about Genomic Health's life changing work, transforming treatment decisions and outcomes in cancer delivering clinically actionable diagnostics",
1004,"GGV Capital","","2494 Sand Hill Road","Menlo Park","CA",94025,37.422068,-122.203026,"",
1005,"GI Partners","","2180 Sand Hill Road","Menlo Park","CA",94025,37.423064,-122.198505,"",
935,"Gigya","gigya.com","2513 E Charleston Rd","Palo Alto","CA",94303,37.421046,-122.098583,"(acquired by SAP) Gigya offers an identity management platform for businesses which includes products for customized registration, social login, user profile and preference management, user engagement and loyalty, and integrations with third-party marketing and services platforms.",
936,"Globalfoundries","globalfoundries.com","2600 Great America Way","Santa Clara","CA",95054,37.415293,-121.974448,"GLOBALFOUNDRIES Delivers Industry's First Production-ready eMRAM on 22FDX Platform for IoT and Automotive Applications",
1128,"GoFundMe","www.gofundme.com","855 Jefferson Ave","Redwood City","CA",94063,37.485529,-122.227764,"GoFundMe: The most trusted free online fundraiser platform. Start a crowdfunding campaign on the site with over $5 Billion Raised.",
284,"Gong.io","www.gong.io","1200 Park Place Suite 100","San Mateo","CA",94403,37.546157,-122.290233,"Gong is conversation intelligence software for sales teams that uses AI to record, transcribe, and analyze sales conversations.",
913,"GoodRx","goodrx.com","577 2nd St Suite 103","San Francisco","CA",94107,37.782257,-122.392295,"GoodRx helps Americans save on prescriptions.",
288,"Google","google.com",,"Mountain View","CA",,37.386052,-122.083851,"Google LLC is an American multinational technology company that specializes in Internet-related services and products, which include online advertising technologies, search engine, cloud computing, software, and hardware. It is considered one of the Big Four technology companies, alongside Amazon, Apple and Facebook",
1130,"Green Bits","www.greenbits.com","75 E Santa Clara St","San Jose","CA",95113,37.337119,-121.889391,"Our mission is to empower you with the essential retail management solutions you need to grow your business with ease.",
292,"Greenfield Labs","greenfieldlabs.com","3251 Hillview Ave","Palo Alto","CA",94304,37.408727,-122.145850,"Greenfield Labs was created by Ford to explore the future of mobility through human-centered design.",
1007,"Greylock Partners","greylock.com","2250 Sand Hill Road","Menlo Park","CA",94025,37.424218,-122.194856,"We partner early with consumer and enterprise software entrepreneurs. Our mission is to help realize rare potential.",
296,"Groupon","groupon.com","2445 Augustine Dr","Santa Clara","CA",95054,37.382589,-121.969440,"Discover and save on 1000s of great deals at nearby restaurants, spas, things to do, shopping, travel and more.",
1096,"GSR Ventures","www.gsrventures.com","245 Lytton Ave #350","Palo Alto","CA",94301,37.445980,-122.164006,"GSR Ventures is a premier global investment firm with $3 billion under management and consists of independently managed funds in China, US, and globally.",
1094,"GV","www.gv.com",,"Mountain View","CA",,37.386052,-122.083851,"GV provides venture capital funding to bold new companies.",
1060,"HackerRank","hackerrank.com","700 E El Camino Real #300","Mountain View","CA",94041,37.377584,-122.064086,"Join over 7 million developers. Practice coding, prepare for interviews, and get hired.",
877,"Harmonic","harmonicinc.com","4300 N 1st St","San Jose","CA",95134,37.421136,-121.961086,"Harmonic (NASDAQ: HLIT), the worldwide leader in video delivery technology and services, enables media companies and service providers to deliver ultra-high-quality broadcast and OTT video services to consumers globally.",
829,"Health Gorilla","healthgorilla.com","185 N Wolfe Rd","Sunnyvale","CA",94086,37.377107,-122.014039,"In partnership with some of the nation’s leading healthcare organizations, Health Gorilla has built the first Trusted Clinical Network",
310,"HeartFlow","heartflow.com","1400 Seaport Blvd","Redwood City","CA",94063,37.513650,-122.199525,"The non-invasive HeartFlow Analysis uses data from a standard CT scan to create a 3D model of the coronary arteries & analyzes the impact blockages have",
939,"Hewlett Packard","hp.com","3000 Hanover St","Palo Alto","CA",94304,37.414562,-122.146289,"HP Inc. develops personal computers (PCs), printers and related supplies, as well as 3D printing solutions.",
878,"Hewlett-Packard Enterprise","hpe.com","6280 America Center Dr","San Jose","CA",95002,37.419235,-121.978859,"Technologies, Partners, Services and Financial Models to Help Your Business Thrive. Learn How HPE Can Help Ignite Innovation w/ Hybrid Cloud & Unleash the Power of Your Data. Intelligent Edge.",
1009,"Highland Capital Partners","","2420 Sand Hill Road Suite 300","Menlo Park","CA",94025,37.422643,-122.203958,"",
318,"Hiretual","www.hiretual.com","2525 E Charleston Rd #104","Mountain View","CA",94043,37.421186,-122.098438,"Source Talent 10x Faster Find, Engage, and Pipeline the Right Candidates with AI",
1061,"Hivemapper","hivemapper.com","1801 Murchison Dr UNIT 128","Burlingame","CA",94010,37.593663,-122.388098,"Hivemapper is a software product for building fresh maps that see changes in the physical world from nothing more than video.",
940,"Houzz","houzz.com","285 Hamilton Ave","Palo Alto","CA",94301,37.445099,-122.160735,"Houzz is the new way to design your home. Browse 20 million interior design photos, home decor, decorating ideas and home professionals online.",
1087,"IBM","ibm.com","555 Bailey Ave","San Jose","CA",95141,37.195907,-121.748586,"For more than a century IBM has been dedicated to every client's success and to creating innovations that matter for the world.",
336,"Imperva","imperva.com","3400 Bridge Pkwy","Redwood City","CA",94065,37.537772,-122.255180,"Imperva provides complete cyber security by protecting what really matters most—your data and applications—whether on-premises or in the cloud.",
868,"Incorta","incorta.com","2755 Campus Dr #350","San Mateo","CA",94403,37.536903,-122.324879,"Incorta aggregates large complex business data in real time, eliminating the need to reshape it. No Data Warehouse. No Transformations. Real-Time Insight.",
941,"Inflection.com","inflection.com","555 Twin Dolphin Dr","Redwood City","CA",94065,37.521019,-122.256482,"Empowering Companies to Make Better and Faster People Decisions",
1074,"Infogain","infogain.com","485 Alberto Way #100","Los Gatos","CA",95032,37.229674,-121.971945,"Infogain is a Silicon Valley headquartered company with software platform engineering and deep domain expertise in the travel, retail, insurance and high technology industries. We accelerate the delivery of digital customer engagement systems using digital technologies such as cloud, microservices, robotic process automation and artificial intelligence to our clients.",
342,"Informatica","informatica.com","2100 Seaport Blvd","Redwood City","CA",94063,37.511302,-122.204801,"As the world's leader in enterprise cloud data management, we're prepared to help you intelligently lead—in any sector, category or niche.",
1010,"Institutional Venture Partners","","3000 Sand Hill Road","Menlo Park","CA",94025,37.423590,-122.221003,"",
942,"Intel","intel.com","2200 Mission College Blvd","Santa Clara","CA",95054,37.387524,-121.963660,"Intel's innovation in cloud computing, data center, Internet of Things, and PC solutions is powering the smart and connected digital world we live in.",
348,"Intelliswift","intelliswift.com","39600 Balentine Dr #200","Newark","CA",94560,37.523880,-121.996495,"Intelliswift is a premier IT services and solutions company. We provide solutions on enterprise applications development, mobility, big data/Bl and cloud services.",
1011,"InterWest Partners","","2710 Sand Hill Road","Menlo Park","CA",94025,37.421583,-122.208924,"",
351,"Intuit","www.intuit.com","2675 Coast Ave","Mountain View","CA",94043,37.431219,-122.097991,"Intuit Inc. is a business and financial software company that develops and sells financial, accounting, and tax preparation software and related services for small businesses, accountants, and individuals. The company is headquartered in Mountain View, California",
353,"Invoice2go","2go.com","2317 Broadway","Redwood City","CA",94063,37.486067,-122.230423,"Invoice2go is the world’s top selling invoicing app, with customers in more than 160 countries.",
943,"Jasper Wireless","jasper.com","189 S Bernardo Ave","Mountain View","CA",94043,37.386280,-122.051355,"Jasper, now part of Cisco, is an American corporation headquartered in Santa Clara, California that provides a cloud-based software platform for the Internet of Things and, more specifically, to enable product businesses to become IoT service businesses.",
359,"Jobvite","jobvite.com","1300 S El Camino Real","San Mateo","CA",94402,37.554714,-122.317245,"Jobvite is the leading best-of-breed recruiting software that helps thousands of companies source, hire, and onboard top talent.",
945,"Juniper Networks","juniper.net","1133 Innovation Way","Sunnyvale","CA",94089,37.407504,-122.029189,"Juniper Networks provides high-performance networking & cybersecurity solutions to service providers, enterprise companies & public sector organizations.",
846,"Katerra","www.katerra.com","2494 Sand Hill Rd #100","Menlo Park","CA",94025,37.422068,-122.203026,"Transforming construction through technology – every process and every product.",
374,"Khan Academy","www.khanacademy.org","1937 Landings Drive","Mountain View","CA",94043,37.421321,-122.088694,"You can learn anything. Expert-created content and resources for every course and level. Always free.",
1013,"Khosla Ventures","khoslaventures.com","2128 Sand Hill Road","Menlo Park","CA",94025,37.425613,-122.193384,"We assist great entrepreneurs determined to build companies with lasting significance.",
1015,"Kleiner Perkins","","2750 Sand Hill Road","Menlo Park","CA",94025,37.421271,-122.211292,"",
1016,"Kohlberg Kravis Roberts","kkr.com","2800 Sand Hill Road","Menlo Park","CA",94025,37.421086,-122.212160,"",
947,"Lab126","lab126.com","20450 Stevens Creek Blvd","Cupertino","CA",95014,37.321379,-122.030751,"Amazon Lab126 is an inventive San Francisco Bay Area research and development team that designs and engineers high-profile consumer electronic devices. We design and engineer devices like Fire tablets, Kindle e-readers, Amazon Fire TV, Amazon Echo, and more.",
861,"Leetcode","leetcode.com","953 Industrial Ave","Palo Alto","CA",94303,37.424205,-122.098878,"Level up your coding skills and quickly land a job. This is the best place to expand your knowledge and get prepared for your next interview.",
1018,"Lightspeed Venture Partners","lsvp.com","2200 Sand Hill Road","Menlo Park","CA",94025,37.422774,-122.199215,"Tomorrow Built Today.",
405,"Livongo","livongo.com","150 W Evelyn Ave #150","Mountain View","CA",94041,37.392420,-122.071804,"Our Applied Health Signals engine, data scientists, behavioral specialists, and clinicians work to transform healthcare and empower the lives of our members.",
948,"Logitech","logitech.com","7700 Gateway Blvd","Newark","CA",94560,37.539124,-122.061780,"Shop online now! Find the largest selection of Logitech Products. Official Online Store with exclusive deals. Money back guarantee. Sign up for our newsletter.",
1064,"Lohika","lohika.com","1825 S Grant St #400","San Mateo","CA",94402,37.553927,-122.299989,"Lohika partners with growth-stage technology companies to scale their engineering operations. We collaborate closely with our clients’ engineering organizations to transform them from bottlenecks to growth drivers.",
412,"Machine Zone","www.mz.com","2225 E Bayshore Rd #200","Palo Alto","CA",94303,37.449965,-122.120976,"We're changing the way the world experiences games.",
1020,"Makena Capital Management","","2755 Sand Hill Road","Menlo Park","CA",94025,37.419515,-122.209543,"",
951,"MapR Technologies","mapr.com","350 Holger Way","San Jose","CA",95134,37.418436,-121.944978,"(Acquired by HPE) MapR Technologies, provider of the industry's next generation data platform for AI and Analytics, enables enterprises to inject analytics into their business processes to increase revenue, reduce costs, and mitigate risks",
419,"Marketo","marketo.com","901 Mariners Island Blvd","San Mateo","CA",94404,37.559895,-122.287037,"Marketo's powerful marketing automation software helps marketers master the art & science of digital marketing to engage customers and prospects.",
952,"MarkLogic","marklogic.com","999 Skyway Rd","San Carlos","CA",94070,37.507340,-122.246944,"The MarkLogic Data Hub Platform integrates and curates your enterprise data to provide immediate business value. Running on a NoSQL foundation for speed and scale, it’s multi-model, elastic, transactional, secure, and built for the cloud.",
953,"Marvell","marvell.com","5488 Marvell Ln","Santa Clara","CA",95054,37.411865,-121.982146,"Marvell Technology Group is a global semiconductor company. Founded in 1995, the company now has more than 6,000 employees and 10,000 patents worldwide and annual revenue of $2.9 billion. Its U.S. headquarters is in Santa Clara, CA, and it has design centers in 14 countries across three continents",
426,"Mattermost","mattermost.com","530 Lytton Ave Suite 201","Palo Alto","CA",94301,37.449340,-122.159970,"Get more done, faster, with team collaboration and messaging that deploys to cloud infrastructure under IT control, as well as on-premise.",
